,KO_n,KO_s,KO_l,KO_p
19241,Gm7762,0.015781393,17.645048,1.0
19242,Gm4208,0.015781393,17.658127,1.0
19243,Gm21477,0.015781393,17.384964,1.0
19244,Lrr1,0.015781393,17.527805,1.0
19245,Olfr193,0.015781393,18.096064,1.0
19246,Spint5,0.015781393,17.805397,1.0
19247,Gm48168,0.015781393,17.57909,1.0
19248,Pard3bos2,0.015781393,17.724337,1.0
19249,Gm15343,0.015781393,17.888857,1.0
19250,Gjb3,0.015781393,18.240557,1.0
19251,Stbd1,0.015781393,17.90286,1.0
19252,Olfr1156,0.015781393,18.146193,1.0
19253,Psg28,0.015781393,17.967596,1.0
19254,Gm36693,0.015781393,17.754803,1.0
19255,Gm28137,0.015781393,18.021582,1.0
19256,Gm21256,0.015781393,17.91731,1.0
19257,Gm42947,0.015781393,18.171926,1.0
19258,Ptgir,0.015781393,17.692549,1.0
19259,P2ry10b,0.015781393,17.71005,1.0
19260,Gm43500,0.015781393,17.916012,1.0
19261,Gm15577,0.015781393,17.742783,1.0
19262,Gm45509,0.015781393,17.626904,1.0
19263,D930019O06Rik,0.015781393,17.582937,1.0
19264,Vmn1r2,0.015781393,18.206657,1.0
19265,Ugt1a7c,0.015781393,17.796066,1.0
19266,Gm32548,0.015781393,17.59358,1.0
19267,Gm40915,0.015781393,17.853767,1.0
19268,Bsph2,0.015781393,17.370028,1.0
19269,Bsph1,0.015781393,17.80119,1.0
19270,1700120E14Rik,0.015781393,18.157326,1.0
19271,9030625G05Rik,0.015781393,17.530014,1.0
19272,Pgam2,0.015781393,17.988241,1.0
19273,4930423M02Rik,0.015781393,18.099163,1.0
19274,Gm47734,0.015781393,18.216944,1.0
19275,Cd300ld,0.015781393,18.033426,1.0
19276,Vmn1r77,0.015781393,18.325266,1.0
19277,Gm50339,0.015781393,18.243076,1.0
19278,Psg23,0.015781393,18.1488,1.0
19279,Vmn1r74,0.015781393,17.696156,1.0
19280,Gm47400,0.015781393,17.839901,1.0
19281,Gm10376,0.015781393,18.073738,1.0
19282,Gm50353,0.015781393,17.781301,1.0
19283,Gm3509,0.015781393,17.909546,1.0
19284,4933404G15Rik,0.015781393,17.744999,1.0
19285,Gm16150,0.015781393,18.071321,1.0
19286,Gm45521,0.015781393,18.199402,1.0
19287,Cited1,0.015781393,18.048944,1.0
19288,Olfr816,0.015781393,18.1736,1.0
19289,Gm21977,0.015781393,18.019287,1.0
19290,Olfr247,0.015781393,18.30074,1.0
19291,Gm43572,0.015781393,18.109142,1.0
19292,Cdc20,0.015781393,18.053677,1.0
19293,Igll1,0.015781393,17.933807,1.0
19294,Gm48764,0.015781393,17.551199,1.0
19295,Neurod4,0.015781393,17.610023,1.0
19296,Gm40922,0.015781393,17.582552,1.0
19297,4930563F08Rik,0.015781393,17.82549,1.0
19298,B020018J22Rik,0.015781393,18.097612,1.0
19299,Gm50165,0.015781393,18.149454,1.0
19300,9530034E10Rik,0.015781393,17.830032,1.0
19301,Ceacam19,0.015781393,17.902348,1.0
19302,Nkpd1,0.015781393,17.878786,1.0
19303,1700012D16Rik,0.015781393,17.944149,1.0
19304,Asb17,0.015781393,17.774446,1.0
19305,Gm31933,0.015781393,17.769445,1.0
19306,Zscan4-ps2,0.015781393,17.552137,1.0
19307,Olfr802,0.015781393,17.669071,1.0
19308,Gm26743,0.015781393,17.850346,1.0
19309,2210420H20Rik,0.015781393,17.778782,1.0
19310,Rasl2-9,0.015781393,17.655869,1.0
19311,Olfr1118,0.015781393,17.693186,1.0
19312,4921531P14Rik,0.015781393,17.869305,1.0
19313,Olfr1113,0.015781393,17.829315,1.0
19314,Gm28576,0.015781393,18.145216,1.0
19315,Elovl3,0.015781393,17.84111,1.0
19316,Gm31621,0.015781393,17.62311,1.0
19317,Pira2,0.015781393,17.905941,1.0
19318,Gm48704,0.015781393,18.111967,1.0
19319,Pira13,0.015781393,17.534073,1.0
19320,Gm50314,0.015781393,17.689165,1.0
19321,Gm11842,0.015781393,17.997456,1.0
19322,3300002P13Rik,0.015781393,17.209898,1.0
19323,Gm28209,0.015781393,17.59125,1.0
19324,Olfr1109,0.015781393,17.694244,1.0
19325,Gm16146,0.015781393,17.694458,1.0
19326,Gm44115,0.015781393,17.63071,1.0
19327,Gm50370,0.015781393,17.797462,1.0
19328,1700019C18Rik,0.015781393,18.05516,1.0
19329,Prdm13,0.015781393,18.189814,1.0
19330,1700025O08Rik,0.015781393,18.120491,1.0
19331,Gm48626,0.015781393,18.182348,1.0
19332,Olfr1102,0.015781393,17.387907,1.0
19333,Olfr743,0.015781393,17.59767,1.0
19334,Vmn2r28,0.015781393,18.061415,1.0
19335,Wap,0.015781393,18.227345,1.0
19336,Gm11815,0.015781393,17.930382,1.0
19337,Olfr31,0.015781393,18.093594,1.0
19338,A330094K24Rik,0.015781393,18.027054,1.0
19339,4930430E12Rik,0.015781393,17.861631,1.0
19340,Irs3,0.015781393,17.987684,1.0
19341,Olfr744,0.015781393,18.11417,1.0
19342,Gm20824,0.015781393,18.235535,1.0
19343,Vmn2r43,0.015781393,17.608644,1.0
19344,Slc13a2os,0.015781393,18.091127,1.0
19345,4930544F09Rik,0.015781393,17.88054,1.0
19346,Smok3b,0.015781393,18.174604,1.0
19347,Vmn2r33,0.015781393,16.760586,1.0
19348,Gm3948,0.015781393,18.189814,1.0
19349,Tmem184a,0.015781393,18.276487,1.0
19350,Olfr1347,0.015781393,17.564209,1.0
19351,Olfr5,0.015781393,17.65157,1.0
19352,Gm50424,0.015781393,17.98602,1.0
19353,Gm50423,0.015781393,18.089283,1.0
19354,Gm49756,0.015781393,17.514278,1.0
19355,Olfr1336,0.015781393,17.821205,1.0
19356,Gm50414,0.015781393,17.725643,1.0
19357,Olfr1126,0.015781393,18.016996,1.0
19358,Gm29044,0.015781393,17.591055,1.0
19359,4933402C05Rik,0.015781393,17.670732,1.0
19360,Olfr1122,0.015781393,17.775814,1.0
19361,Gm42875,0.015781393,17.589699,1.0
19362,Olfr799,0.015781393,17.969233,1.0
19363,4933417A18Rik,0.015781393,18.092669,1.0
19364,4933407I08Rik,0.015781393,18.07525,1.0
19365,1700020L24Rik,0.015781393,18.089283,1.0
19366,Siglecl1,0.015781393,17.866327,1.0
19367,Gm47425,0.015781393,18.032265,1.0
19368,Gm49224,0.015781393,17.561369,1.0
19369,Gm10390,0.015781393,18.000265,1.0
19370,Lhx5,0.015781393,18.303432,1.0
19371,Slfnl1,0.015781393,17.95648,1.0
19372,Olfr1271,0.015781393,17.697218,1.0
19373,Gm28307,0.015781393,17.86732,1.0
19374,4930558N11Rik,0.015781393,17.562693,1.0
19375,Olfr1506,0.015781393,17.584673,1.0
19376,Gm5591,0.015781393,17.482883,1.0
19377,Olfr748,0.015781393,18.084686,1.0
19378,Rgs9bp,0.015781393,18.091127,1.0
19379,Oas1h,0.015781393,18.107576,1.0
19380,Gm41715,0.015781393,18.11417,1.0
19381,Oas1a,0.015781393,18.209784,1.0
19382,Gm28079,0.015781393,17.983248,1.0
19383,Npy6r,0.015781393,18.147821,1.0
19384,Gm40787,0.015781393,18.333197,1.0
19385,5330426L24Rik,0.015781393,18.04865,1.0
19386,1700021G15Rik,0.015781393,17.721073,1.0
19387,Gm5799,0.015781393,17.627504,1.0
19388,Scgb2b3,0.015781393,17.463213,1.0
19389,Gm20888,0.015781393,17.753237,1.0
19390,Gm36546,0.015781393,17.641397,1.0
19391,Gm28955,0.015781393,17.973883,1.0
19392,4930579P08Rik,0.015781393,17.49177,1.0
19393,Pwwp4a,0.015781393,17.364552,1.0
19394,Chrm4,0.015781393,17.76334,1.0
19395,Pitx2,0.015781393,18.078894,1.0
19396,Xlr5c,0.015781393,17.894182,1.0
19397,Gm40932,0.015781393,17.625505,1.0
19398,Kcna7,0.015781393,17.928543,1.0
19399,1700081H04Rik,0.015781393,17.659567,1.0
19400,Hrc,0.015781393,17.929068,1.0
19401,F2,0.015781393,17.997736,1.0
19402,Gm21863,0.015781393,17.690434,1.0
19403,6330410L21Rik,0.015781393,17.745665,1.0
19404,Gm49371,0.015781393,17.984077,1.0
19405,Gm40153,0.015781393,17.855974,1.0
19406,1600019K03Rik,0.015781393,18.118906,1.0
19407,Gm14715,0.015781393,18.111338,1.0
19408,Ecel1,0.015781393,18.100716,1.0
19409,G730003C15Rik,0.015781393,17.438898,1.0
19410,Cldn34b3,0.015781393,18.32942,1.0
19411,Gm16063,0.015781393,17.91006,1.0
19412,Klk15,0.015781393,17.973335,1.0
19413,Klk5,0.015781393,17.968142,1.0
19414,Gm29994,0.015781393,17.542233,1.0
19415,Gimd1,0.015781393,17.783825,1.0
19416,Klk10,0.015781393,17.531303,1.0
19417,Gm47118,0.015781393,17.90286,1.0
19418,Krtdap,0.015781393,18.114485,1.0
19419,Gm49135,0.015781393,18.21362,1.0
19420,Gm47061,0.015781393,18.076767,1.0
19421,Prr19,0.015781393,17.914457,1.0
19422,Ugt1a9,0.015781393,17.77058,1.0
19423,Gm43447,0.015781393,18.317408,1.0
19424,Gm4841,0.015781393,18.092052,1.0
19425,Dmrtc2,0.015781393,18.00619,1.0
19426,Cd177,0.015781393,18.199745,1.0
19427,Gm35208,0.015781393,17.899023,1.0
19428,Gm50332,0.015781393,18.102894,1.0
19429,Slc39a5,0.015781393,17.775585,1.0
19430,Gm50477,0.015781393,17.718254,1.0
19431,Gm47540,0.015781393,17.84111,1.0
19432,Vmn1r167,0.015781393,17.965961,1.0
19433,Rdh7,0.015781393,17.750782,1.0
19434,Awat1,0.015781393,17.524683,1.0
19435,9530034A14Rik,0.015781393,17.578514,1.0
19436,P2ry4,0.015781393,18.092669,1.0
19437,Cby2,0.015781393,17.691914,1.0
19438,Gm28510,0.015781393,17.845474,1.0
19439,Olfr765,0.015781393,17.975529,1.0
19440,Adrb2,0.015781393,18.074041,1.0
19441,Olfr775,0.015781393,17.895199,1.0
19442,Olfr786,0.015781393,17.610222,1.0
19443,Olfr787,0.015781393,18.158974,1.0
19444,Olfr1200,0.015781393,18.151089,1.0
19445,Tnk2os,0.015781393,17.81339,1.0
19446,1700066O22Rik,0.015781393,17.988518,1.0
19447,Olfr1328,0.015781393,17.60236,1.0
19448,4930404A12Rik,0.015781393,18.073435,1.0
19449,2200002J24Rik,0.015781393,18.580034,1.0
19450,Ovol3,0.015781393,18.149454,1.0
19451,Olfr1252,0.015781393,17.70597,1.0
19452,Olfr1331,0.015781393,17.830273,1.0
19453,1700092K14Rik,0.015781393,18.12176,1.0
19454,Capn12,0.015781393,17.978004,1.0
19455,Gm16081,0.015781393,17.845232,1.0
19456,Ccer2,0.015781393,17.95756,1.0
19457,1700003E24Rik,0.015781393,17.909803,1.0
19458,Lox,0.015781393,17.937773,1.0
19459,Gm32063,0.015781393,17.991583,1.0
19460,Gpr141b,0.015781393,17.900301,1.0
19461,Olfr1225,0.015781393,18.208044,1.0
19462,Gcm2,0.015781393,18.066206,1.0
19463,Gm13617,0.015781393,18.118906,1.0
19464,Olfr62,0.015781393,17.757492,1.0
19465,Olfr1231,0.015781393,17.775585,1.0
19466,Gpr182,0.015781393,17.931961,1.0
19467,Gm49231,0.015781393,17.939363,1.0
19468,Cyp2a22,0.015781393,17.900812,1.0
19469,Cyp2g1,0.015781393,17.615953,1.0
19470,Cyp2b19,0.015781393,17.919392,1.0
19471,Olfr1226,0.015781393,18.321722,1.0
19472,Rdh19,0.015781393,17.982695,1.0
19473,Gm32914,0.015781393,17.802122,1.0
19474,Gm26666,0.015781393,18.057837,1.0
19475,Gm9821,0.015781393,17.402567,1.0
19476,Hoxc5,0.015781393,18.020433,1.0
19477,Gm11339,0.015781393,17.914976,1.0
19478,Olfr1484,0.015781393,18.092669,1.0
19479,H4c18,0.015781393,17.641195,1.0
19480,H2bc1,0.015781393,17.727827,1.0
19481,Gm11240,0.015781393,18.088362,1.0
19482,Olfr1410,0.015781393,17.53759,1.0
19483,Olfr1504,0.015781393,17.540745,1.0
19484,Olfr1505,0.015781393,17.32223,1.0
19485,Gm13943,0.015781393,17.57258,1.0
19486,Sly,0.015781393,18.010159,1.0
19487,H4c2,0.015781393,17.806335,1.0
19488,Cyp2c40,0.015781393,17.797462,1.0
19489,Olfr315,0.015781393,17.558535,1.0
19490,Gm49010,0.015781393,17.798624,1.0
19491,Gm50182,0.015781393,18.14197,1.0
19492,Spin2c,0.015781393,18.101027,1.0
19493,Zfp286os,0.015781393,17.77627,1.0
19494,Olfr1507,0.015781393,17.934862,1.0
19495,Agxt,0.015781393,18.042767,1.0
19496,H1f6,0.015781393,17.49177,1.0
19497,Vmn1r31,0.015781393,17.704472,1.0
19498,Vmn1r30,0.015781393,17.936184,1.0
19499,Gm12600,0.015781393,17.86608,1.0
19500,Gm50255,0.015781393,17.499825,1.0
19501,Olfr1471,0.015781393,18.078588,1.0
19502,Olfr1463,0.015781393,17.987684,1.0
19503,Vmn1r19,0.015781393,18.127172,1.0
19504,Cd8a,0.015781393,18.008171,1.0
19505,Gm11752,0.015781393,17.820967,1.0
19506,Reg3d,0.015781393,18.070719,1.0
19507,Il13,0.015781393,18.114485,1.0
19508,Il5,0.015781393,18.036627,1.0
19509,Aknaos,0.015781393,17.289742,1.0
19510,Rgr,0.015781393,18.164267,1.0
19511,Gm10398,0.015781393,17.78107,1.0
19512,Gm3072,0.015781393,17.631514,1.0
19513,Gm11753,0.015781393,17.644642,1.0
19514,Prl2c1,0.015781393,17.906712,1.0
19515,Lypd2,0.015781393,17.548203,1.0
19516,4833419O12Rik,0.015781393,17.522486,1.0
19517,Olfr1461,0.015781393,18.150106,1.0
19518,Gm15080,0.015781393,17.829315,1.0
19519,Prl2b1,0.015781393,17.864101,1.0
19520,Fabp1,0.015781393,18.056944,1.0
19521,Gm49035,0.015781393,17.727827,1.0
19522,Aldoart1,0.015781393,17.237017,1.0
19523,Gm11747,0.015781393,17.633121,1.0
19524,Gm15127,0.015781393,18.067408,1.0
19525,Igkv6-29,0.015781393,17.874533,1.0
19526,Gm28587,0.015781393,17.743668,1.0
19527,Olfr320,0.015781393,17.72216,1.0
19528,4932702P03Rik,0.015781393,18.198713,1.0
19529,Pom121l2,0.015781393,17.802122,1.0
19530,Vmn1r18,0.015781393,17.547268,1.0
19531,Gm12729,0.015781393,18.200434,1.0
19532,Trpv5,0.015781393,17.83821,1.0
19533,Vmn1r211,0.015781393,17.97828,1.0
19534,Olfr448,0.015781393,17.655458,1.0
19535,Olfr38,0.015781393,17.65341,1.0
19536,Olfr457,0.015781393,17.752344,1.0
19537,Mafa,0.015781393,18.091743,1.0
19538,Gm17604,0.015781393,17.855728,1.0
19539,Gm6416,0.015781393,18.005625,1.0
19540,Gm29482,0.015781393,17.354313,1.0
19541,Olfr459,0.015781393,17.744778,1.0
19542,Gm29946,0.015781393,18.098541,1.0
19543,Kcnk16,0.015781393,18.14197,1.0
19544,Lipf,0.015781393,17.75279,1.0
19545,Olfr437,0.015781393,18.008455,1.0
19546,Sntn,0.015781393,18.122395,1.0
19547,Gm16013,0.015781393,17.316652,1.0
19548,Gm10334,0.015781393,18.544664,1.0
19549,Gm8817,0.015781393,17.936184,1.0
19550,Vmn1r203,0.015781393,17.83821,1.0
19551,1810009J06Rik,0.015781393,17.500902,1.0
19552,Gm49885,0.015781393,17.302666,1.0
19553,Gm15228,0.015781393,17.811975,1.0
19554,Vmo1,0.015781393,18.303047,1.0
19555,Gltpd2,0.015781393,17.8823,1.0
19556,Chrne,0.015781393,17.669695,1.0
19557,Olfr237,0.015781393,17.71977,1.0
19558,Gm27198,0.015781393,17.975529,1.0
19559,4930435M08Rik,0.015781393,18.073738,1.0
19560,Gm50378,0.015781393,17.923826,1.0
19561,Gm50134,0.015781393,17.640587,1.0
19562,Gm13782,0.015781393,17.828358,1.0
19563,Prss16,0.015781393,17.849857,1.0
19564,Kank4os,0.015781393,17.866823,1.0
19565,Vmn1r5,0.015781393,17.673437,1.0
19566,Gm44073,0.015781393,17.795603,1.0
19567,Gm34418,0.015781393,17.882803,1.0
19568,H3c7,0.015781393,17.48129,1.0
19569,C78197,0.015781393,17.742783,1.0
19570,Btn1a1,0.015781393,18.05516,1.0
19571,Gm26566,0.015781393,17.877533,1.0
19572,Alox12b,0.015781393,17.893927,1.0
19573,Shbg,0.015781393,17.898767,1.0
19574,Ly6i,0.015781393,18.019287,1.0
19575,Ly6a,0.015781393,17.899279,1.0
19576,Hoxd3,0.015781393,17.900812,1.0
19577,Gm13855,0.015781393,17.998579,1.0
19578,Gimap3,0.015781393,18.024458,1.0
19579,Olfr164,0.015781393,18.14359,1.0
19580,Rnf138rt1,0.015781393,17.605106,1.0
19581,St6galnac2-1,0.015781393,18.165926,1.0
19582,Dnah2os,0.015781393,18.144892,1.0
19583,Vmn1r214,0.015781393,17.693186,1.0
19584,Gm35216,0.015781393,18.000265,1.0
19585,Gm48161,0.015781393,17.830032,1.0
19586,A730046J19Rik,0.015781393,17.84111,1.0
19587,Olfr1097,0.015781393,17.916271,1.0
19588,Cd7,0.015781393,18.138733,1.0
19589,H2ac13,0.015781393,17.478994,1.0
19590,Gm15407,0.015781393,17.535923,1.0
19591,Clec12b,0.015781393,17.705757,1.0
19592,Klrb1f,0.015781393,17.628305,1.0
19593,Clec2i,0.015781393,18.11071,1.0
19594,Msmp,0.015781393,17.960262,1.0
19595,Olfr1030,0.015781393,17.596695,1.0
19596,Olfr70,0.015781393,18.199402,1.0
19597,Gm20883,0.015781393,17.991302,1.0
19598,Olfr155,0.015781393,17.879538,1.0
19599,Sectm1b,0.015781393,17.996334,1.0
19600,Serpinb6d,0.015781393,18.200434,1.0
19601,Olfr1039,0.015781393,18.006756,1.0
19602,4930500F04Rik,0.015781393,17.986296,1.0
19603,Mir22hg,0.015781393,17.782217,1.0
19604,Gm16567,0.015781393,17.77627,1.0
19605,Tnmd,0.015781393,17.637959,1.0
19606,Platr13,0.015781393,18.00959,1.0
19607,Clec4e,0.015781393,17.98713,1.0
19608,Clec4d,0.015781393,17.623709,1.0
19609,Serpinb9e,0.015781393,17.725643,1.0
19610,Rtp2,0.015781393,17.878284,1.0
19611,Olfr995,0.015781393,17.776499,1.0
19612,1700085D07Rik,0.015781393,18.134865,1.0
19613,Cd248,0.015781393,18.042475,1.0
19614,Klra10,0.015781393,18.043354,1.0
19615,Gm4651,0.015781393,17.709835,1.0
19616,Gm17026,0.015781393,17.479347,1.0
19617,Sox5os2,0.015781393,18.003082,1.0
19618,Gm48683,0.015781393,17.777868,1.0
19619,Bhlha15,0.015781393,17.627304,1.0
19620,Olfr740,0.015781393,17.342262,1.0
19621,1700018F24Rik,0.015781393,18.233034,1.0
19622,B230110G15Rik,0.015781393,17.908514,1.0
19623,Gm30332,0.015781393,18.197338,1.0
19624,Gm28998,0.015781393,17.881546,1.0
19625,Gm9611,0.015781393,18.301125,1.0
19626,Tex38,0.015781393,17.275156,1.0
19627,Gm48370,0.015781393,17.742561,1.0
19628,Gm12590,0.015781393,17.885824,1.0
19629,Gm36186,0.015781393,18.010443,1.0
19630,9930004E17Rik,0.015781393,17.815516,1.0
19631,Zfp813-ps,0.015781393,18.007038,1.0
19632,Gm44238,0.015781393,17.44112,1.0
19633,Gm10466,0.015781393,17.67094,1.0
19634,Gm17089,0.015781393,17.826206,1.0
19635,Gm34333,0.015781393,17.711988,1.0
19636,Cdx2,0.015781393,17.81741,1.0
19637,Olfr1048,0.015781393,17.88633,1.0
19638,Gm8882,0.015781393,17.703403,1.0
19639,Gm29237,0.015781393,17.59572,1.0
19640,Cyp4a14,0.015781393,17.742783,1.0
19641,Gm15856,0.015781393,18.000828,1.0
19642,Gm14968,0.015781393,17.655048,1.0
19643,Gm10447,0.015781393,18.109142,1.0
19644,Gm13696,0.015781393,18.050716,1.0
19645,Vmn1r43,0.015781393,17.50198,1.0
19646,H2bc22,0.015781393,17.902605,1.0
19647,Grm6,0.015781393,17.95783,1.0
19648,Gm12580,0.015781393,17.550262,1.0
19649,Gm49237,0.015781393,17.534073,1.0
19650,Gm38708,0.015781393,17.727827,1.0
19651,Olfr54,0.015781393,17.589699,1.0
19652,Platr20,0.015781393,17.651773,1.0
19653,Gm12594,0.015781393,18.100094,1.0
19654,Gm12596,0.015781393,18.039255,1.0
19655,Gm44089,0.015781393,17.494986,1.0
19656,Gm13695,0.015781393,17.773308,1.0
19657,Gm12526,0.015781393,18.837227,1.0
19658,Slc46a2,0.015781393,17.884565,1.0
19659,Gm11377,0.015781393,17.535923,1.0
19660,Gm32224,0.015781393,17.726517,1.0
19661,Gm10802,0.015781393,17.724771,1.0
19662,Zp1,0.015781393,17.77741,1.0
19663,Gm11376,0.015781393,18.189814,1.0
19664,2310069B03Rik,0.015781393,17.732424,1.0
19665,Ms4a15,0.015781393,18.033136,1.0
19666,4930474N05Rik,0.015781393,18.062012,1.0
19667,Gm13686,0.015781393,18.317408,1.0
19668,Leap2,0.015781393,17.990746,1.0
19669,Cby3,0.015781393,18.152725,1.0
19670,Dmrtb1,0.015781393,17.904913,1.0
19671,Gm53015,0.015781393,17.508837,1.0
19672,4930522O17Rik,0.015781393,17.7344,1.0
19673,1700084D21Rik,0.015781393,17.595137,1.0
19674,Gm30498,0.015781393,17.890375,1.0
19675,Gm12158,0.015781393,17.658333,1.0
19676,Olfr729,0.015781393,18.364199,1.0
19677,H1f8,0.015781393,17.815044,1.0
19678,Prss44,0.015781393,18.077677,1.0
19679,Adipoq,0.015781393,18.09082,1.0
19680,Ssu2,0.015781393,17.955402,1.0
19681,Gm20387,0.015781393,17.98713,1.0
19682,Gm6569,0.015781393,17.683058,1.0
19683,Gm12333,0.015781393,17.665964,1.0
19684,Tgtp1,0.015781393,17.875532,1.0
19685,Actl7b,0.015781393,17.991302,1.0
19686,Gm47662,0.015781393,17.698282,1.0
19687,4930572O13Rik,0.015781393,18.057837,1.0
19688,Gm29012,0.015781393,18.140673,1.0
19689,Gm28891,0.015781393,17.752567,1.0
19690,Smtnl1,0.015781393,17.965689,1.0
19691,Gm49225,0.015781393,17.56402,1.0
19692,Olfr1383,0.015781393,17.826206,1.0
19693,1700019G24Rik,0.015781393,17.711557,1.0
19694,Scgb3a1,0.015781393,17.73682,1.0
19695,Trav8-1,0.015781393,18.270153,1.0
19696,Gm45901,0.015781393,18.057241,1.0
19697,Gm45437,0.015781393,18.07707,1.0
19698,Olfr767,0.015781393,17.95837,1.0
19699,Gm47460,0.015781393,17.840141,1.0
19700,Olfr657,0.015781393,17.858675,1.0
19701,Olfr648,0.015781393,17.954325,1.0
19702,4930478M13Rik,0.015781393,17.838934,1.0
19703,Gm4719,0.015781393,18.108515,1.0
19704,4932415D10Rik,0.015781393,18.151415,1.0
19705,Gm27223,0.015781393,17.749668,1.0
19706,Olfr1324,0.015781393,17.888857,1.0
19707,Gm45346,0.015781393,17.742783,1.0
19708,Olfr644,0.015781393,17.893927,1.0
19709,Gm43120,0.015781393,18.27836,1.0
19710,Gm16137,0.015781393,18.240557,1.0
19711,1700125G02Rik,0.015781393,17.711126,1.0
19712,Gm48190,0.015781393,17.589699,1.0
19713,Gm26651,0.015781393,17.7287,1.0
19714,Gm43135,0.015781393,17.24254,1.0
19715,Gm42489,0.015781393,18.216417,1.0
19716,Olfr624,0.015781393,18.021296,1.0
19717,Olfr617,0.015781393,17.641397,1.0
19718,Olfr616,0.015781393,17.8061,1.0
19719,Olfr607,0.015781393,18.086828,1.0
19720,Olfr600,0.015781393,17.476173,1.0
19721,1700101I19Rik,0.015781393,18.145866,1.0
19722,Gm33424,0.015781393,18.140673,1.0
19723,Gm48336,0.015781393,18.212223,1.0
19724,Tex55,0.015781393,18.006756,1.0
19725,D13Ertd608e,0.015781393,17.659773,1.0
19726,Gm45040,0.015781393,17.53278,1.0
19727,Tcl1b1,0.015781393,18.01614,1.0
19728,Tcl1b5,0.015781393,18.14359,1.0
19729,Abcg5,0.015781393,18.085297,1.0
19730,Gm29564,0.015781393,17.403397,1.0
19731,4930428O21Rik,0.015781393,17.750782,1.0
19732,Gfi1,0.015781393,18.336388,1.0
19733,A430072P03Rik,0.015781393,18.040716,1.0
19734,Gm3264,0.015781393,17.459734,1.0
19735,Olfr700,0.015781393,17.84888,1.0
19736,Cnga4,0.015781393,17.773308,1.0
19737,Gm28940,0.015781393,17.964058,1.0
19738,9230114J08Rik,0.015781393,17.191437,1.0
19739,Atp6v1e2,0.015781393,17.754803,1.0
19740,Olfr686,0.015781393,17.971418,1.0
19741,Olfr683,0.015781393,18.05516,1.0
19742,Gja4,0.015781393,18.145216,1.0
19743,Olfr1322,0.015781393,18.303818,1.0
19744,9530014B07Rik,0.015781393,17.71717,1.0
19745,Gm3327,0.015781393,17.914457,1.0
19746,Gm45556,0.015781393,17.88734,1.0
19747,Gm42678,0.015781393,17.997456,1.0
19748,Gm15482,0.015781393,17.820017,1.0
19749,Olfr469,0.015781393,17.853033,1.0
19750,Gm35134,0.015781393,18.117008,1.0
19751,Gm42797,0.015781393,17.768766,1.0
19752,Gm15433,0.015781393,18.295761,1.0
19753,Cdr1,0.015781393,17.71285,1.0
19754,Hnf1aos2,0.015781393,17.79723,1.0
19755,Gm11431,0.015781393,17.29277,1.0
19756,1700021L23Rik,0.015781393,17.885824,1.0
19757,Vmn2r73,0.015781393,17.042854,1.0
19758,Vmn2r72,0.015781393,18.28362,1.0
19759,Vmn2r67,0.015781393,18.136475,1.0
19760,Olfr290,0.015781393,17.59125,1.0
19761,Gm44933,0.015781393,17.72717,1.0
19762,Gm30873,0.015781393,17.566486,1.0
19763,Lhx1os,0.015781393,17.873785,1.0
19764,Gm28351,0.015781393,17.902348,1.0
19765,Gm13920,0.015781393,17.812683,1.0
19766,4933436I01Rik,0.015781393,17.468801,1.0
19767,Mex3b,0.015781393,17.867071,1.0
19768,1700010L04Rik,0.015781393,18.011295,1.0
19769,Gm49212,0.015781393,18.04101,1.0
19770,Gm15851,0.015781393,17.547642,1.0
19771,Gm11682,0.015781393,18.394632,1.0
19772,Magea13,0.015781393,17.540745,1.0
19773,Gm47658,0.015781393,17.914976,1.0
19774,Olfr558,0.015781393,17.7912,1.0
19775,Prss23os,0.015781393,17.793747,1.0
19776,Olfr543,0.015781393,18.061712,1.0
19777,AF067063,0.015781393,17.781301,1.0
19778,Dnajb13,0.015781393,18.370617,1.0
19779,4930401A07Rik,0.015781393,18.004494,1.0
19780,Gm38412,0.015781393,18.489958,1.0
19781,Slxl1,0.015781393,18.05516,1.0
19782,Gm48829,0.015781393,17.878035,1.0
19783,Gm45187,0.015781393,18.267187,1.0
19784,Wnt11,0.015781393,17.926182,1.0
19785,Gm904,0.015781393,17.988796,1.0
19786,Gm32688,0.015781393,17.786585,1.0
19787,Gm16938,0.015781393,17.831951,1.0
19788,1700013N06Rik,0.015781393,17.997736,1.0
19789,Gm29992,0.015781393,18.166924,1.0
19790,Gm13881,0.015781393,17.662245,1.0
19791,Brs3,0.015781393,18.031685,1.0
19792,Gm44601,0.015781393,17.90697,1.0
19793,Gm906,0.015781393,17.826923,1.0
19794,Maats1os,0.015781393,17.849125,1.0
19795,A230065N10Rik,0.015781393,17.697006,1.0
